5440.000	-0.088
5440.233	-0.088
5440.363	-0.088
5440.520	-0.088
5440.677	-0.088
5440.833	-0.088
5441.015	-0.088
5441.172	-0.088
5441.354	-0.088
5441.510	-0.088
5441.667	-0.088
5441.848	-0.088
5442.005	-0.088
5442.187	-0.088
5442.343	-0.088
5442.500	-0.088
5442.682	-0.088
5442.838	-0.088
5443.020	-0.088
5443.177	-0.088
5443.358	-0.088
5443.515	-0.088
5443.672	-0.088
5443.854	-0.087
5444.010	-0.087
5444.167	-0.088
5444.348	-0.083
5444.505	-0.084
5444.687	-0.083
5444.843	-0.083
5445.000	-0.083
5445.182	-0.083
5445.338	-0.083
5445.520	-0.080
5445.677	-0.078
5445.833	-0.078
5446.015	-0.078
5446.172	-0.078
5446.354	-0.077
5446.510	-0.074
5446.667	-0.073
5446.848	-0.072
5447.005	-0.068
5447.187	-0.067
5447.343	-0.064
5447.500	-0.063
5447.682	-0.062
5447.838	-0.058
5448.020	-0.058
5448.177	-0.056
5448.358	-0.054
5448.515	-0.054
5448.672	-0.052
5448.854	-0.050
5449.010	-0.048
5449.167	-0.045
5449.348	-0.040
5449.505	-0.035
5449.687	-0.031
5449.843	-0.025
5450.000	-0.020
5450.182	-0.017
5450.338	-0.012
5450.520	-0.009
5450.677	-0.002
5450.858	0.002
5451.015	0.008
5451.172	0.015
5451.354	0.020
5451.510	0.028
5451.667	0.036
5451.848	0.042
5452.005	0.047
5452.187	0.053
5452.343	0.063
5452.500	0.068
5452.682	0.074
5452.838	0.080
5453.020	0.084
5453.177	0.089
5453.358	0.094
5453.515	0.098
5453.672	0.102
5453.854	0.105
5454.010	0.110
5454.167	0.115
5454.348	0.120
5454.505	0.126
5454.687	0.128
5454.843	0.133
5455.000	0.138
5455.182	0.143
5455.338	0.146
5455.520	0.153
5455.677	0.156
5455.858	0.158
5456.015	0.161
5456.172	0.163
5456.354	0.166
5456.510	0.166
5456.667	0.170
5456.848	0.174
5457.005	0.177
5457.187	0.177
5457.343	0.178
5457.500	0.180
5457.682	0.181
5457.838	0.182
5458.020	0.182
5458.177	0.182
5458.333	0.182
5458.515	0.178
5458.672	0.177
5458.854	0.177
5459.010	0.174
5459.167	0.172
5459.348	0.172
5459.505	0.168
5459.687	0.166
5459.843	0.166
5460.000	0.162
5460.182	0.159
5460.338	0.154
5460.520	0.149
5460.677	0.146
5460.833	0.141
5461.015	0.136
5461.172	0.131
5461.354	0.127
5461.510	0.122
5461.667	0.116
5461.848	0.114
5462.005	0.107
5462.187	0.103
5462.343	0.099
5462.500	0.092
5462.682	0.087
5462.838	0.081
5463.020	0.076
5463.177	0.070
5463.333	0.063
5463.515	0.055
5463.672	0.046
5463.854	0.037
5464.010	0.031
5464.167	0.022
5464.348	0.017
5464.505	0.011
5464.687	0.007
5464.843	0.002
5465.000	-0.003
5465.182	-0.008
5465.338	-0.013
5465.520	-0.016
5465.677	-0.018
5465.833	-0.021
5466.015	-0.026
5466.172	-0.032
5466.354	-0.036
5466.510	-0.037
5466.667	-0.042
5466.848	-0.047
5467.005	-0.049
5467.187	-0.054
5467.343	-0.058
5467.500	-0.059
5467.682	-0.063
5467.838	-0.063
5468.020	-0.063
5468.177	-0.066
5468.333	-0.068
5468.515	-0.071
5468.672	-0.073
5468.854	-0.077
5469.010	-0.078
5469.167	-0.078
5469.348	-0.078
5469.505	-0.080
5469.687	-0.083
5469.843	-0.083
5470.000	-0.083
5470.182	-0.083
5470.338	-0.083
5470.520	-0.085
5470.677	-0.088
5470.833	-0.088
5471.015	-0.088
5471.172	-0.088
5471.354	-0.088
5471.510	-0.088
5471.667	-0.088
5471.848	-0.088
5472.005	-0.088
5472.187	-0.088
5472.343	-0.088
5472.500	-0.088
5472.682	-0.088
5472.838	-0.088
5473.020	-0.088
5473.177	-0.088
5473.333	-0.088
5473.515	-0.088
5473.672	-0.088
5473.854	-0.088
5474.010	-0.088
5474.167	-0.088
5474.348	-0.088
5474.505	-0.088
5474.687	-0.088
5474.843	-0.088
5475.000	-0.088
5475.182	-0.088
5475.338	-0.088
5475.520	-0.088
5475.677	-0.088
5475.833	-0.088
5476.015	-0.088
5476.172	-0.088
5476.354	-0.088
5476.510	-0.088
5476.667	-0.088
5476.848	-0.088
5477.005	-0.088
5477.187	-0.088
5477.343	-0.088
5477.500	-0.088
5477.682	-0.088
5477.838	-0.088
5478.020	-0.088
5478.177	-0.088
5478.333	-0.088
5478.515	-0.088
5478.672	-0.088
5478.854	-0.088
5479.010	-0.088
5479.167	-0.088
5479.348	-0.088
5479.505	-0.088
5479.687	-0.088
5479.843	-0.088
5480.000	-0.088
5480.182	-0.088
