3500.000	-0.053
3500.208	-0.053
3500.338	-0.053
3500.520	-0.053
3500.677	-0.053
3500.833	-0.053
3501.015	-0.053
3501.172	-0.053
3501.328	-0.053
3501.510	-0.053
3501.667	-0.053
3501.848	-0.053
3502.005	-0.053
3502.162	-0.053
3502.343	-0.052
3502.500	-0.053
3502.682	-0.053
3502.838	-0.053
3502.995	-0.053
3503.177	-0.053
3503.333	-0.053
3503.515	-0.053
3503.672	-0.052
3503.828	-0.053
3504.010	-0.053
3504.167	-0.053
3504.348	-0.053
3504.505	-0.053
3504.662	-0.053
3504.843	-0.054
3505.000	-0.053
3505.182	-0.053
3505.338	-0.053
3505.495	-0.053
3505.677	-0.053
3505.833	-0.053
3506.015	-0.053
3506.172	-0.053
3506.328	-0.053
3506.510	-0.053
3506.667	-0.053
3506.848	-0.053
3507.005	-0.053
3507.162	-0.053
3507.343	-0.053
3507.500	-0.053
3507.682	-0.053
3507.838	-0.053
3507.995	-0.053
3508.177	-0.052
3508.333	-0.053
3508.515	-0.053
3508.672	-0.053
3508.828	-0.053
3509.010	-0.053
3509.167	-0.053
3509.348	-0.053
3509.505	-0.053
3509.662	-0.053
3509.843	-0.053
3510.000	-0.053
3510.182	-0.053
3510.338	-0.053
3510.495	-0.052
3510.677	-0.053
3510.833	-0.053
3511.015	-0.053
3511.172	-0.053
3511.328	-0.053
3511.510	-0.053
3511.667	-0.053
3511.848	-0.053
3512.005	-0.053
3512.162	-0.053
3512.343	-0.053
3512.500	-0.053
3512.682	-0.053
3512.838	-0.052
3512.995	-0.053
3513.177	-0.053
3513.333	-0.053
3513.515	-0.053
3513.672	-0.053
3513.828	-0.053
3514.010	-0.052
3514.167	-0.051
3514.348	-0.053
3514.505	-0.053
3514.662	-0.053
3514.843	-0.053
3515.000	-0.053
3515.157	-0.051
3515.338	-0.053
3515.495	-0.051
3515.677	-0.053
3515.833	-0.053
3516.015	-0.053
3516.172	-0.052
3516.328	-0.052
3516.510	-0.052
3516.667	-0.052
3516.848	-0.053
3517.005	-0.052
3517.162	-0.052
3517.343	-0.052
3517.500	-0.052
3517.657	-0.053
3517.838	-0.053
3517.995	-0.053
3518.177	-0.052
3518.333	-0.053
3518.515	-0.052
3518.672	-0.052
3518.828	-0.053
3519.010	-0.053
3519.167	-0.052
3519.348	-0.053
3519.505	-0.050
3519.662	-0.052
3519.843	-0.051
3520.000	-0.051
3520.182	-0.053
3520.338	-0.050
3520.495	-0.051
3520.677	-0.050
3520.833	-0.053
3521.015	-0.050
3521.172	-0.051
3521.328	-0.052
3521.510	-0.052
