"Time (s)","Latitude (°)","Longitude (°)","Altitude (m)","Altitude WGS84 (m)","Speed (m/s)","Direction (°)","Distance (km)","Horizontal Accuracy (m)","Vertical Accuracy (m)","Satellites"
3.058471358E1,4.300457491E1,-7.879417382E1,1.748869744E2,1.401695982E2,9.071318751E-1,3.024882627E2,4.285461170E-2,4.760473580E0,3.341022048E0,-1.000000000E0
3.158471322E1,4.300456554E1,-7.879418769E1,1.751610379E2,1.404436751E2,1.012638678E0,2.441677983E2,4.412246846E-2,4.761351515E0,3.339770768E0,-1.000000000E0
3.258471370E1,4.300455825E1,-7.879417571E1,1.748916212E2,1.401742745E2,7.386198825E-1,1.957458591E2,4.597047502E-2,4.764364161E0,3.335471657E0,-1.000000000E0
3.358471334E1,4.300454469E1,-7.879416256E1,1.750595226E2,1.403422036E2,1.013231534E0,1.711559685E2,4.800997626E-2,4.764603046E0,3.335130409E0,-1.000000000E0
3.458471310E1,4.300452642E1,-7.879416479E1,1.752240868E2,1.405068002E2,1.343934669E0,1.770753057E2,4.906539339E-2,4.715550805E0,3.404132436E0,-1.000000000E0
3.558471346E1,4.300451758E1,-7.879416006E1,1.752061131E2,1.404888436E2,1.191973646E0,1.729867788E2,4.982085568E-2,4.719409118E0,3.398781341E0,-1.000000000E0
3.658471286E1,4.300451113E1,-7.879415716E1,1.752484674E2,1.405312103E2,8.263703300E-1,1.720281232E2,5.110277479E-2,4.719813355E0,3.398219965E0,-1.000000000E0
3.758471346E1,4.300450075E1,-7.879416403E1,1.749775207E2,1.402602806E2,9.512773863E-1,1.920866505E2,5.236533594E-2,4.722538127E0,3.394432305E0,-1.000000000E0
3.858471298E1,4.300450203E1,-7.879417946E1,1.747346467E2,1.400174004E2,6.759639832E-1,2.408972491E2,5.395644632E-2,4.720390405E0,3.397418352E0,-1.000000000E0
3.958471251E1,4.300450635E1,-7.879419811E1,1.753743009E2,1.406570422E2,9.858045100E-1,2.701591386E2,5.573994220E-2,4.721990156E0,3.395194545E0,-1.000000000E0
4.058471286E1,4.300451748E1,-7.879421390E1,1.753731033E2,1.406558205E2,1.246645997E0,2.934156220E2,5.724219664E-2,4.721022354E0,3.396540146E0,-1.000000000E0
4.158471251E1,4.300452891E1,-7.879422376E1,1.754910981E2,1.407737922E2,1.233298774E0,3.108292824E2,5.841483857E-2,4.722189261E0,3.394917615E0,-1.000000000E0
4.258471262E1,4.300453840E1,-7.879423005E1,1.752899906E2,1.405726661E2,1.147512384E0,3.217763640E2,5.954515741E-2,4.723596798E0,3.392958934E0,-1.000000000E0
4.358471239E1,4.300454612E1,-7.879423908E1,1.754237501E2,1.407064094E2,1.049905645E0,3.204698634E2,6.013305635E-2,4.724473365E0,3.391738264E0,-1.000000000E0
4.458471298E1,4.300454309E1,-7.879424500E1,1.753338091E2,1.406164724E2,4.748678661E-1,2.910823857E2,6.108919727E-2,4.723968359E0,3.392441595E0,-1.000000000E0
4.558471203E1,4.300453452E1,-7.879424400E1,1.758699308E2,1.411526098E2,3.360179772E-1,2.056146200E2,6.234312293E-2,4.722325385E0,3.394728265E0,-1.000000000E0
4.658471227E1,4.300452328E1,-7.879424518E1,1.759759949E2,1.412586939E2,7.879576557E-1,1.951821366E2,6.355007479E-2,4.725647004E0,3.390102863E0,-1.000000000E0
4.758471191E1,4.300451243E1,-7.879424448E1,1.757157124E2,1.409984311E2,1.037353810E0,1.895783804E2,6.412986926E-2,4.726618669E0,3.388747997E0,-1.000000000E0
4.858471131E1,4.300450802E1,-7.879424827E1,1.754260895E2,1.407088152E2,7.663484213E-1,2.002109369E2,"",4.727976074E0,3.386853891E0,-1.000000000E0
