"Time (s)","Latitude (°)","Longitude (°)","Altitude (m)","Altitude WGS84 (m)","Speed (m/s)","Direction (°)","Distance (km)","Horizontal Accuracy (m)","Vertical Accuracy (m)","Satellites"
3.237103772E1,4.300451710E1,-7.879417131E1,1.715468752E2,1.368296038E2,1.629999995E0,1.733203141E2,8.138550435E-2,4.596105715E0,3.563754942E0,-1.000000000E0
3.337103653E1,4.300449101E1,-7.879416083E1,1.740657928E2,1.393485710E2,1.063141352E0,1.938074813E2,8.301723241E-2,4.746996035E0,3.360143698E0,-1.000000000E0
3.437103403E1,4.300449216E1,-7.879418083E1,1.740298644E2,1.393126356E2,8.547369257E-1,2.433795378E2,8.490623353E-2,4.744267799E0,3.363994662E0,-1.000000000E0
3.537103224E1,4.300450374E1,-7.879419783E1,1.740098329E2,1.392925789E2,9.026203699E-1,2.905561563E2,8.685067621E-2,4.745902908E0,3.361687466E0,-1.000000000E0
3.637103093E1,4.300451500E1,-7.879421612E1,1.745947260E2,1.398774472E2,1.161992309E0,2.984730431E2,8.882000157E-2,4.750423896E0,3.355295790E0,-1.000000000E0
3.737102997E1,4.300453076E1,-7.879422718E1,1.742705874E2,1.395532773E2,1.120445432E0,3.177284456E2,9.042499970E-2,4.752294838E0,3.352645345E0,-1.000000000E0
3.837102795E1,4.300454452E1,-7.879423316E1,1.730585773E2,1.383412410E2,1.404847845E0,3.232145689E2,9.127069815E-2,4.711663655E0,3.409510616E0,-1.000000000E0
3.937102652E1,4.300455027E1,-7.879423995E1,1.737092732E2,1.389919248E2,1.043660443E0,3.223327430E2,9.185555124E-2,4.713235909E0,3.407336834E0,-1.000000000E0
4.037102509E1,4.300455050E1,-7.879424714E1,1.732325555E2,1.385152049E2,6.338685735E-1,3.102104397E2,9.288425384E-2,4.716407035E0,3.402946034E0,-1.000000000E0
4.137102425E1,4.300454379E1,-7.879425585E1,1.728436079E2,1.381262672E2,4.970568690E-1,2.658899305E2,9.447603827E-2,4.714749463E0,3.405242214E0,-1.000000000E0
4.237102282E1,4.300452973E1,-7.879425951E1,1.734617050E2,1.387443887E2,7.446676949E-1,2.176329897E2,9.600653722E-2,4.714210850E0,3.405987829E0,-1.000000000E0
4.337102079E1,4.300451635E1,-7.879425510E1,1.740523565E2,1.393350654E2,9.410190101E-1,1.940164207E2,"",4.714640110E0,3.405393614E0,-1.000000000E0
