"Time (s)","Latitude (°)","Longitude (°)","Altitude (m)","Altitude WGS84 (m)","Speed (m/s)","Direction (°)","Distance (km)","Horizontal Accuracy (m)","Vertical Accuracy (m)","Satellites"
1.631021214E1,4.300455796E1,-7.879408135E1,1.694656374E2,1.347483149E2,1.379999995E0,1.676953150E2,1.119034769E-1,4.596105609E0,3.563755080E0,-1.000000000E0
1.731020737E1,4.300454568E1,-7.879408226E1,1.693338625E2,1.346165619E2,1.340000033E0,1.796484376E2,1.130391863E-1,4.596105612E0,3.563755076E0,-1.000000000E0
1.831020665E1,4.300453964E1,-7.879409352E1,1.695018312E2,1.347845386E2,1.190000057E0,2.074218704E2,1.146901772E-1,4.596105622E0,3.563755062E0,-1.000000000E0
1.931020582E1,4.300454476E1,-7.879411258E1,1.692664186E2,1.345491120E2,1.190000057E0,2.601562402E2,1.162538085E-1,4.596105638E0,3.563755042E0,-1.000000000E0
2.031020629E1,4.300455554E1,-7.879412493E1,1.699799806E2,1.352626515E2,1.220000029E0,2.956640533E2,1.179237584E-1,4.596105649E0,3.563755028E0,-1.000000000E0
2.131020415E1,4.300456818E1,-7.879413601E1,1.704345095E2,1.357171548E2,1.419999957E0,3.125390537E2,1.190978051E-1,4.596105657E0,3.563755017E0,-1.000000000E0
2.231020296E1,4.300457783E1,-7.879414186E1,1.707683107E2,1.360509372E2,1.220000029E0,3.199218684E2,1.204598371E-1,4.596105662E0,3.563755011E0,-1.000000000E0
2.331020093E1,4.300458826E1,-7.879415066E1,1.709953615E2,1.362779670E2,1.289999962E0,3.209765557E2,1.216225135E-1,4.596105668E0,3.563755003E0,-1.000000000E0
2.431019890E1,4.300459584E1,-7.879416049E1,1.711851808E2,1.364677702E2,1.220000029E0,3.149999928E2,1.227214125E-1,4.596105675E0,3.563754993E0,-1.000000000E0
2.531019795E1,4.300459558E1,-7.879417400E1,1.710513307E2,1.363339172E2,1.139999986E0,2.893359285E2,1.247075738E-1,4.596105688E0,3.563754978E0,-1.000000000E0
2.631019664E1,4.300458102E1,-7.879418815E1,1.707573244E2,1.360399336E2,1.519999981E0,2.397656140E2,1.266100188E-1,4.596105704E0,3.563754957E0,-1.000000000E0
2.731019533E1,4.300456437E1,-7.879418276E1,1.707116701E2,1.359943106E2,1.399999976E0,1.975781215E2,1.282524183E-1,4.596105709E0,3.563754951E0,-1.000000000E0
2.831019413E1,4.300455115E1,-7.879417376E1,1.707688601E2,1.360515267E2,1.399999976E0,1.764843757E2,1.295380222E-1,4.596105707E0,3.563754953E0,-1.000000000E0
2.931019270E1,4.300454230E1,-7.879416359E1,1.705801393E2,1.358628244E2,1.240000010E0,1.620703157E2,1.304466246E-1,4.596105701E0,3.563754961E0,-1.000000000E0
3.031019115E1,4.300453456E1,-7.879415999E1,1.707182618E2,1.360009618E2,1.000000000E0,1.666406269E2,1.322449432E-1,4.596105699E0,3.563754963E0,-1.000000000E0
3.131019056E1,4.300451886E1,-7.879416529E1,1.702333376E2,1.355160645E2,1.509999990E0,1.873828109E2,1.335085365E-1,4.596105706E0,3.563754954E0,-1.000000000E0
3.231018972E1,4.300451514E1,-7.879417997E1,1.701741335E2,1.354568634E2,1.190000057E0,2.211328060E2,1.359935834E-1,4.596105720E0,3.563754936E0,-1.000000000E0
3.331018853E1,4.300452280E1,-7.879420867E1,1.735294018E2,1.388121108E2,1.385799817E0,2.965097560E2,1.373698663E-1,4.754256440E0,3.349863092E0,-1.000000000E0
3.431018734E1,4.300453255E1,-7.879421911E1,1.735543454E2,1.388370342E2,1.277789941E0,3.045179967E2,1.392285241E-1,4.755821042E0,3.347641445E0,-1.000000000E0
3.531018674E1,4.300454555E1,-7.879423347E1,1.735881504E2,1.388708121E2,1.381689144E0,3.149962720E2,1.407541254E-1,4.759263317E0,3.342745835E0,-1.000000000E0
3.631018615E1,4.300455910E1,-7.879423051E1,1.737745610E2,1.390571991E2,1.109334894E0,3.485077907E2,1.420416070E-1,4.757281691E0,3.345565416E0,-1.000000000E0
3.731018507E1,4.300455823E1,-7.879424630E1,1.736848630E2,1.389674987E2,8.841066448E-1,3.076857052E2,1.437199005E-1,4.717401384E0,3.401567465E0,-1.000000000E0
3.831018448E1,4.300454314E1,-7.879424706E1,1.736483851E2,1.389310478E2,6.002920517E-1,2.092968056E2,1.456709386E-1,4.717223465E0,3.401814195E0,-1.000000000E0
3.931018412E1,4.300452577E1,-7.879425045E1,1.738463503E2,1.391290434E2,1.160464213E0,1.977773657E2,1.471064100E-1,4.716000048E0,3.403510038E0,-1.000000000E0
4.031018269E1,4.300451421E1,-7.879424260E1,1.745074764E2,1.397901923E2,1.084228027E0,1.771814983E2,"",4.715809473E0,3.403774089E0,-1.000000000E0
4.131018221E1,4.300451028E1,-7.879423845E1,1.746212181E2,1.399039421E2,6.324168207E-1,1.686534171E2,"",4.718086252E0,3.400617467E0,-1.000000000E0
