"Time (s)","Latitude (°)","Longitude (°)","Altitude (m)","Altitude WGS84 (m)","Speed (m/s)","Direction (°)","Distance (km)","Horizontal Accuracy (m)","Vertical Accuracy (m)","Satellites"
1.895289278E1,4.300457821E1,-7.879417076E1,1.725230104E2,1.378056290E2,1.009999990E0,3.515624988E2,1.200953303E-1,4.596105697E0,3.563754966E0,-1.000000000E0
1.995289791E1,4.300458892E1,-7.879417307E1,1.722234498E2,1.375060485E2,1.080000043E0,3.526171863E2,1.212143836E-1,4.596105696E0,3.563754967E0,-1.000000000E0
2.095290017E1,4.300459800E1,-7.879416714E1,1.721477052E2,1.374302890E2,1.080000043E0,1.335937709E1,1.224529796E-1,4.596105689E0,3.563754976E0,-1.000000000E0
2.195290196E1,4.300459958E1,-7.879415206E1,1.721968385E2,1.374794233E2,1.049999952E0,5.343750705E1,1.239298626E-1,4.596105676E0,3.563754993E0,-1.000000000E0
2.295290422E1,4.300459085E1,-7.879413837E1,1.720359498E2,1.373185538E2,1.049999952E0,1.012500086E2,1.253288971E-1,4.596105664E0,3.563755008E0,-1.000000000E0
2.395290649E1,4.300457976E1,-7.879413024E1,1.716889650E2,1.369715909E2,1.059999943E0,1.300781318E2,1.266314569E-1,4.596105657E0,3.563755017E0,-1.000000000E0
2.495290852E1,4.300456927E1,-7.879412310E1,1.714982911E2,1.367809378E2,1.059999943E0,1.413281305E2,1.279314183E-1,4.596105652E0,3.563755024E0,-1.000000000E0
2.595291054E1,4.300455911E1,-7.879411521E1,1.711834108E2,1.364660777E2,1.059999943E0,1.444921927E2,1.294098170E-1,4.596105647E0,3.563755031E0,-1.000000000E0
2.695291257E1,4.300454843E1,-7.879410437E1,1.711420290E2,1.364247178E2,1.200000048E0,1.427343811E2,1.306606842E-1,4.596105639E0,3.563755040E0,-1.000000000E0
2.795291460E1,4.300454007E1,-7.879409409E1,1.711656496E2,1.364483561E2,1.159999967E0,1.395703188E2,1.318680317E-1,4.596105631E0,3.563755050E0,-1.000000000E0
2.895291615E1,4.300453485E1,-7.879408106E1,1.710166017E2,1.362993209E2,1.159999967E0,1.276171952E2,1.328387908E-1,4.596105621E0,3.563755064E0,-1.000000000E0
2.995291758E1,4.300453668E1,-7.879406939E1,1.714231569E2,1.367058757E2,1.090000033E0,1.054687588E2,1.342248685E-1,4.596105609E0,3.563755079E0,-1.000000000E0
3.095291793E1,4.300454876E1,-7.879406520E1,1.711804200E2,1.364631181E2,9.800000191E-1,5.660156934E1,1.359151809E-1,4.596105601E0,3.563755090E0,-1.000000000E0
3.195291948E1,4.300456326E1,-7.879407144E1,1.716806642E2,1.369633346E2,1.080000043E0,7.734376216E0,1.374148999E-1,4.596105599E0,3.563755092E0,-1.000000000E0
3.295292115E1,4.300457554E1,-7.879407907E1,1.713142702E2,1.365969165E2,1.149999976E0,3.508593735E2,1.394938655E-1,4.596105601E0,3.563755089E0,-1.000000000E0
3.395292187E1,4.300458532E1,-7.879410086E1,1.737090794E2,1.389917027E2,1.103160860E0,3.446509278E2,1.410753190E-1,4.761331778E0,3.339798906E0,-1.000000000E0
3.495292377E1,4.300459945E1,-7.879410303E1,1.734560355E2,1.387386328E2,1.061096314E0,3.532878396E2,1.423658382E-1,4.758244197E0,3.344196345E0,-1.000000000E0
3.595292401E1,4.300460984E1,-7.879409594E1,1.733278678E2,1.386104481E2,9.203080316E-1,1.581665252E1,1.436061225E-1,4.756728602E0,3.346351751E0,-1.000000000E0
3.695292437E1,4.300461507E1,-7.879408247E1,1.731472500E2,1.384298243E2,9.546138246E-1,5.468674622E1,1.455602713E-1,4.754575128E0,3.349410752E0,-1.000000000E0
3.795292568E1,4.300461117E1,-7.879405904E1,1.736587340E2,1.389413212E2,1.047750939E0,8.895845799E1,1.479734044E-1,4.754589928E0,3.349389743E0,-1.000000000E0
3.895292592E1,4.300459585E1,-7.879403801E1,1.733968980E2,1.386795180E2,1.366718924E0,1.219166462E2,1.497852139E-1,4.758912901E0,3.343244686E0,-1.000000000E0
3.995292675E1,4.300458119E1,-7.879402828E1,1.735427052E2,1.388253541E2,1.097763532E0,1.427784193E2,1.513483311E-1,4.757236476E0,3.345629708E0,-1.000000000E0
4.095292664E1,4.300456814E1,-7.879402116E1,1.733007842E2,1.385834584E2,1.042426644E0,1.480461412E2,1.530988870E-1,4.755255982E0,3.348444053E0,-1.000000000E0
4.195292819E1,4.300455887E1,-7.879400376E1,1.734054278E2,1.386881231E2,1.239343177E0,1.378536992E2,1.545071820E-1,4.755033758E0,3.348759620E0,-1.000000000E0
4.295292830E1,4.300455021E1,-7.879399112E1,1.735126697E2,1.387953837E2,1.146424435E0,1.282260334E2,1.557764320E-1,4.755227139E0,3.348485014E0,-1.000000000E0
4.395292830E1,4.300455493E1,-7.879397691E1,1.741064654E2,1.393891745E2,9.765583406E-1,9.609730043E1,1.575325345E-1,4.756092735E0,3.347255432E0,-1.000000000E0
4.495292902E1,4.300457047E1,-7.879398076E1,1.740549416E2,1.393376217E2,8.440954007E-1,3.878791188E1,"",4.759392863E0,3.342561384E0,-1.000000000E0
