"Time (s)","Latitude (°)","Longitude (°)","Altitude (m)","Altitude WGS84 (m)","Speed (m/s)","Direction (°)","Distance (km)","Horizontal Accuracy (m)","Vertical Accuracy (m)","Satellites"
1.891638553E1,4.300459300E1,-7.879416726E1,1.718048707E2,1.370874635E2,1.120000005E0,2.039062826E1,2.342137054E-2,4.596105692E0,3.563754972E0,-1.000000000E0
1.991638398E1,4.300459103E1,-7.879415245E1,1.715797120E2,1.368623121E2,9.800000191E-1,6.574219497E1,2.504293966E-2,4.596105679E0,3.563754989E0,-1.000000000E0
2.091637993E1,4.300458064E1,-7.879413847E1,1.716682130E2,1.369508353E2,1.159999967E0,1.135546964E2,2.648379018E-2,4.596105668E0,3.563755003E0,-1.000000000E0
2.191637564E1,4.300456912E1,-7.879413034E1,1.716558839E2,1.369385290E2,1.159999967E0,1.357031318E2,2.803440895E-2,4.596105661E0,3.563755013E0,-1.000000000E0
2.291637099E1,4.300455695E1,-7.879412104E1,1.715919191E2,1.368745885E2,1.279999971E0,1.430859439E2,2.946069638E-2,4.596105654E0,3.563755021E0,-1.000000000E0
2.391636729E1,4.300454718E1,-7.879410967E1,1.716553957E2,1.369380855E2,1.309999943E0,1.388671947E2,3.082544361E-2,4.596105646E0,3.563755031E0,-1.000000000E0
2.491636336E1,4.300453897E1,-7.879409720E1,1.715430300E2,1.368257377E2,1.299999952E0,1.339453203E2,3.250861800E-2,4.596105636E0,3.563755044E0,-1.000000000E0
2.591635919E1,4.300453436E1,-7.879407748E1,1.715129397E2,1.367956606E2,1.519999981E0,1.181250112E2,3.358555368E-2,4.596105620E0,3.563755065E0,-1.000000000E0
2.691635692E1,4.300453897E1,-7.879406584E1,1.712194826E2,1.365021982E2,1.299999952E0,9.632813581E1,3.530020534E-2,4.596105606E0,3.563755082E0,-1.000000000E0
2.791635334E1,4.300455433E1,-7.879406396E1,1.708668214E2,1.361495098E2,1.210000038E0,4.746094496E1,3.759352683E-2,4.596105598E0,3.563755093E0,-1.000000000E0
2.891635060E1,4.300457211E1,-7.879407825E1,1.707674561E2,1.360501088E2,1.269999981E0,3.480468750E2,3.886447138E-2,3.535533906E0,3.000000000E0,-1.000000000E0
2.991634667E1,4.300458330E1,-7.879408148E1,1.707674562E2,1.360500880E2,1.269999981E0,3.480468728E2,4.079666622E-2,4.596105601E0,3.563755090E0,-1.000000000E0
3.091634476E1,4.300459986E1,-7.879408867E1,1.709041140E2,1.361867141E2,1.570000052E0,3.473437471E2,4.198800188E-2,4.596105603E0,3.563755087E0,-1.000000000E0
3.191634154E1,4.300461053E1,-7.879408999E1,1.709355470E2,1.362181276E2,1.269999981E0,3.547265615E2,4.306190710E-2,4.596105602E0,3.563755088E0,-1.000000000E0
3.291633952E1,4.300461934E1,-7.879408458E1,1.709281007E2,1.362106668E2,1.169999957E0,1.195312703E1,4.595590069E-2,4.596105596E0,3.563755096E0,-1.000000000E0
3.391633701E1,4.300460385E1,-7.879405598E1,1.726304820E2,1.379130831E2,1.064459482E0,9.539066167E1,4.782781740E-2,4.756718449E0,3.346366182E0,-1.000000000E0
3.491633511E1,4.300459158E1,-7.879404021E1,1.725818576E2,1.378644847E2,1.023447515E0,1.282498778E2,4.939339019E-2,4.754989147E0,3.348822964E0,-1.000000000E0
3.591633344E1,4.300458029E1,-7.879402872E1,1.726361175E2,1.379187679E2,9.989030440E-1,1.496915537E2,5.090312795E-2,4.751804673E0,3.353340034E0,-1.000000000E0
3.691633177E1,4.300456846E1,-7.879401961E1,1.727724642E2,1.380551382E2,1.363629397E0,1.490050386E2,5.214414288E-2,4.747277573E0,3.359745924E0,-1.000000000E0
3.791632879E1,4.300456013E1,-7.879400945E1,1.730926374E2,1.383753289E2,1.132688587E0,1.391035534E2,5.362172305E-2,4.749139652E0,3.357113284E0,-1.000000000E0
3.891632819E1,4.300455431E1,-7.879399311E1,1.732257717E2,1.385084778E2,1.219258706E0,1.262824374E2,5.499008656E-2,4.749172862E0,3.357066302E0,-1.000000000E0
3.991632664E1,4.300455575E1,-7.879397640E1,1.734543776E2,1.387370853E2,1.068104893E0,9.808830447E1,5.707104706E-2,4.749934069E0,3.355989179E0,-1.000000000E0
4.091632450E1,4.300457406E1,-7.879398167E1,1.734059294E2,1.386886028E2,7.770608875E-1,4.540696303E1,5.880360479E-2,4.715001498E0,3.404893230E0,-1.000000000E0
4.191632378E1,4.300458939E1,-7.879398552E1,1.732244762E2,1.385071210E2,1.032126780E0,1.776329227E1,6.026320640E-2,4.716063686E0,3.403421858E0,-1.000000000E0
4.291632211E1,4.300459842E1,-7.879399855E1,1.730787296E2,1.383613549E2,9.345229638E-1,3.441515819E2,6.156782937E-2,4.719401692E0,3.398791654E0,-1.000000000E0
4.391632020E1,4.300460807E1,-7.879400767E1,1.731353666E2,1.384179722E2,1.044633607E0,3.387817535E2,"",4.720634671E0,3.397078941E0,-1.000000000E0
