"Time (s)","Latitude (°)","Longitude (°)","Altitude (m)","Altitude WGS84 (m)","Speed (m/s)","Direction (°)","Distance (km)","Horizontal Accuracy (m)","Vertical Accuracy (m)","Satellites"
9.396307588E0,4.300457052E1,-7.879404774E1,1.707864990E2,1.360691623E2,9.599999785E-1,3.118359375E2,2.815486114E-1,3.535533906E0,3.000000000E0,-1.000000000E0
1.039630926E1,4.300457928E1,-7.879405621E1,1.704785767E2,1.357612220E2,1.049999952E0,3.188671875E2,2.827114122E-1,3.535533906E0,3.000000000E0,-1.000000000E0
1.139631045E1,4.300458841E1,-7.879406316E1,1.702827148E2,1.355653420E2,9.700000286E-1,3.244921875E2,2.837941765E-1,3.535533906E0,3.000000000E0,-1.000000000E0
1.239631176E1,4.300459675E1,-7.879407004E1,1.701797485E2,1.354623589E2,9.800000191E-1,3.185156250E2,2.847735121E-1,3.535533906E0,3.000000000E0,-1.000000000E0
1.339630949E1,4.300460336E1,-7.879407800E1,1.701797487E2,1.354623451E2,9.800000191E-1,3.185156196E2,2.857819632E-1,4.596105587E0,3.563755107E0,-1.000000000E0
1.439630687E1,4.300460799E1,-7.879408866E1,1.704638063E2,1.357463917E2,9.800000191E-1,3.044531182E2,2.866989651E-1,4.596105596E0,3.563755096E0,-1.000000000E0
1.539630532E1,4.300460702E1,-7.879409986E1,1.706425782E2,1.359251627E2,9.800000191E-1,2.784374919E2,2.876285997E-1,4.596105606E0,3.563755083E0,-1.000000000E0
1.639630628E1,4.300460007E1,-7.879410622E1,1.705695802E2,1.358521755E2,9.100000262E-1,2.471484305E2,2.888323537E-1,4.596105615E0,3.563755071E0,-1.000000000E0
1.739630783E1,4.300458925E1,-7.879410660E1,1.706436769E2,1.359262916E2,9.100000262E-1,2.123437459E2,2.902112079E-1,4.596105621E0,3.563755064E0,-1.000000000E0
1.839631224E1,4.300457744E1,-7.879410142E1,1.705779420E2,1.358605793E2,1.000000000E0,1.852734367E2,2.917102807E-1,4.596105621E0,3.563755063E0,-1.000000000E0
1.939631081E1,4.300456500E1,-7.879409431E1,1.705308229E2,1.358134844E2,1.139999986E0,1.722656263E2,2.930673253E-1,4.596105619E0,3.563755066E0,-1.000000000E0
2.039631140E1,4.300455383E1,-7.879408759E1,1.704099123E2,1.356925956E2,1.139999986E0,1.666406272E2,2.943586865E-1,4.596105617E0,3.563755069E0,-1.000000000E0
2.139631271E1,4.300454299E1,-7.879408189E1,1.701197511E2,1.354024554E2,1.139999986E0,1.662890648E2,2.955572405E-1,4.596105614E0,3.563755073E0,-1.000000000E0
2.239631391E1,4.300453222E1,-7.879408136E1,1.702373659E2,1.355200897E2,1.100000024E0,1.768359380E2,2.966481335E-1,4.596105616E0,3.563755071E0,-1.000000000E0
2.339631498E1,4.300452530E1,-7.879409087E1,1.703816530E2,1.356643869E2,1.059999943E0,2.046093713E2,2.982268417E-1,4.596105625E0,3.563755059E0,-1.000000000E0
2.439631665E1,4.300452806E1,-7.879410992E1,1.702976076E2,1.355803318E2,1.159999967E0,2.524218657E2,2.998664120E-1,4.596105641E0,3.563755038E0,-1.000000000E0
2.539631772E1,4.300453847E1,-7.879412420E1,1.701798097E2,1.354625116E2,1.159999967E0,2.882812408E2,3.013391033E-1,4.596105653E0,3.563755022E0,-1.000000000E0
2.639631820E1,4.300454945E1,-7.879413432E1,1.703776857E2,1.356603652E2,1.159999967E0,3.062109297E2,3.029459162E-1,4.596105662E0,3.563755011E0,-1.000000000E0
2.739631915E1,4.300456227E1,-7.879414342E1,1.703526003E2,1.356352544E2,1.259999990E0,3.171093678E2,3.044362764E-1,4.596105668E0,3.563755003E0,-1.000000000E0
2.839632034E1,4.300457443E1,-7.879415113E1,1.704042360E2,1.356868663E2,1.259999990E0,3.223828061E2,3.059397923E-1,4.596105673E0,3.563754996E0,-1.000000000E0
2.939632094E1,4.300458599E1,-7.879416072E1,1.705802004E2,1.358628074E2,1.259999990E0,3.206249933E2,3.072828529E-1,4.596105679E0,3.563754988E0,-1.000000000E0
3.039632118E1,4.300459352E1,-7.879417364E1,1.704282839E2,1.357108741E2,1.240000010E0,3.079687418E2,3.079642346E-1,4.596105689E0,3.563754976E0,-1.000000000E0
3.139632225E1,4.300459157E1,-7.879418158E1,1.705499269E2,1.358325186E2,8.299999833E-1,2.840624933E2,3.092697057E-1,4.596105698E0,3.563754964E0,-1.000000000E0
3.239632249E1,4.300458071E1,-7.879418767E1,1.706289064E2,1.359115162E2,9.100000262E-1,2.302734316E2,3.140666751E-1,4.596105708E0,3.563754952E0,-1.000000000E0
3.339632297E1,4.300454054E1,-7.879416614E1,1.752666267E2,1.405493143E2,1.098799521E0,1.636931296E2,3.155688560E-1,4.766363262E0,3.332614332E0,-1.000000000E0
3.439632380E1,4.300452784E1,-7.879415984E1,1.754958341E2,1.407785462E2,1.054725514E0,1.700061899E2,3.168658324E-1,4.763436387E0,3.336796491E0,-1.000000000E0
3.539632368E1,4.300451724E1,-7.879415319E1,1.754145061E2,1.406972390E2,1.027559319E0,1.706587697E2,3.183436442E-1,4.761553644E0,3.339482584E0,-1.000000000E0
3.639632392E1,4.300450395E1,-7.879415284E1,1.755517855E2,1.408345424E2,1.123833109E0,1.787185776E2,3.199468903E-1,4.761681676E0,3.339300023E0,-1.000000000E0
3.739632440E1,4.300449472E1,-7.879416799E1,1.756410290E2,1.409237987E2,1.050225237E0,2.111444527E2,3.214260948E-1,4.761501488E0,3.339556948E0,-1.000000000E0
3.839632452E1,4.300449757E1,-7.879418576E1,1.754757307E2,1.407584909E2,9.286304288E-1,2.627090375E2,3.232700870E-1,4.761963709E0,3.338897822E0,-1.000000000E0
3.939632499E1,4.300450772E1,-7.879420368E1,1.756228218E2,1.409055591E2,9.542971159E-1,2.811290734E2,3.247113018E-1,4.728952460E0,3.385490461E0,-1.000000000E0
4.039632535E1,4.300451871E1,-7.879421308E1,1.754182736E2,1.407009888E2,1.008310437E0,3.047600367E2,3.260026525E-1,4.727801503E0,3.387097575E0,-1.000000000E0
4.139632511E1,4.300452733E1,-7.879422372E1,1.754610696E2,1.407437666E2,1.078797586E0,3.103453151E2,3.273177249E-1,4.727345415E0,3.387734103E0,-1.000000000E0
4.239632595E1,4.300453841E1,-7.879422939E1,1.754490196E2,1.407316952E2,1.075202104E0,3.225484250E2,3.282371344E-1,4.727833474E0,3.387052948E0,-1.000000000E0
4.339632654E1,4.300454482E1,-7.879423652E1,1.753255074E2,1.406081697E2,9.319971949E-1,3.237029882E2,3.291668893E-1,4.729121766E0,3.385253958E0,-1.000000000E0
4.439632559E1,4.300454910E1,-7.879424635E1,1.753347532E2,1.406174053E2,8.215388780E-1,3.145830390E2,3.299513939E-1,4.729077486E0,3.385315815E0,-1.000000000E0
4.539632630E1,4.300454327E1,-7.879425180E1,1.755650971E2,1.408477583E2,4.583471019E-1,2.764699186E2,3.312417951E-1,4.728537234E0,3.386070386E0,-1.000000000E0
4.639632642E1,4.300453210E1,-7.879425608E1,1.758622238E2,1.411449041E2,6.422649866E-1,2.253610343E2,3.327023481E-1,4.727877829E0,3.386991034E0,-1.000000000E0
4.739632607E1,4.300451936E1,-7.879425172E1,1.759058712E2,1.411885756E2,8.954960457E-1,1.942343938E2,"",4.730762662E0,3.382960489E0,-1.000000000E0
