"Time (s)","Latitude (°)","Longitude (°)","Altitude (m)","Altitude WGS84 (m)","Speed (m/s)","Direction (°)","Distance (km)","Horizontal Accuracy (m)","Vertical Accuracy (m)","Satellites"
2.144477165E1,4.300456201E1,-7.879412734E1,1.726848146E2,1.379674732E2,9.900000095E-1,3.192187446E2,4.890568641E-2,4.596105653E0,3.563755023E0,-1.000000000E0
2.244477391E1,4.300457822E1,-7.879414029E1,1.727000735E2,1.379826997E2,1.580000043E0,3.223828044E2,5.046432814E-2,4.596105660E0,3.563755014E0,-1.000000000E0
2.344477606E1,4.300458944E1,-7.879415178E1,1.729097903E2,1.381923934E2,1.580000043E0,3.178124911E2,5.133792506E-2,4.596105667E0,3.563755004E0,-1.000000000E0
2.444477868E1,4.300459418E1,-7.879416035E1,1.727982179E2,1.380808104E2,1.299999952E0,3.086718665E2,5.213285061E-2,4.596105675E0,3.563754994E0,-1.000000000E0
2.544477999E1,4.300459059E1,-7.879416881E1,1.726433107E2,1.379259074E2,9.900000095E-1,2.805468669E2,5.402800881E-2,4.596105684E0,3.563754982E0,-1.000000000E0
2.644478202E1,4.300457402E1,-7.879417424E1,1.728313600E2,1.381139853E2,1.250000000E0,2.190234309E2,5.600924376E-2,4.596105695E0,3.563754969E0,-1.000000000E0
2.744478405E1,4.300455688E1,-7.879416756E1,1.727535402E2,1.380361981E2,1.440000057E0,1.842187491E2,5.764623989E-2,4.596105697E0,3.563754966E0,-1.000000000E0
2.844478571E1,4.300454322E1,-7.879416007E1,1.727316896E2,1.380143740E2,1.370000005E0,1.708593768E2,5.916971646E-2,4.596105696E0,3.563754967E0,-1.000000000E0
2.944478679E1,4.300452973E1,-7.879415677E1,1.729987184E2,1.382814279E2,1.370000005E0,1.719140641E2,6.044167310E-2,4.596105696E0,3.563754967E0,-1.000000000E0
3.044478834E1,4.300451858E1,-7.879416027E1,1.727855226E2,1.380682513E2,1.240000010E0,1.849218741E2,6.179453922E-2,4.596105702E0,3.563754959E0,-1.000000000E0
3.144478905E1,4.300451277E1,-7.879417489E1,1.726471559E2,1.379298914E2,1.240000010E0,2.169140563E2,6.357550680E-2,4.596105715E0,3.563754942E0,-1.000000000E0
3.244479096E1,4.300451933E1,-7.879419487E1,1.726652223E2,1.379479410E2,1.240000010E0,2.636718647E2,6.595502057E-2,4.596105732E0,3.563754920E0,-1.000000000E0
3.344479156E1,4.300453201E1,-7.879421844E1,1.759731494E2,1.412558393E2,1.219912932E0,3.170131235E2,6.760725258E-2,4.754431241E0,3.349614994E0,-1.000000000E0
3.444479251E1,4.300454293E1,-7.879423222E1,1.756953336E2,1.409780003E2,1.325058147E0,3.230945623E2,6.854402898E-2,4.755744935E0,3.347749564E0,-1.000000000E0
3.544479334E1,4.300454991E1,-7.879423868E1,1.755754721E2,1.408581247E2,1.089326151E0,3.234857133E2,6.919510814E-2,4.755110149E0,3.348651147E0,-1.000000000E0
3.644479418E1,4.300455561E1,-7.879424048E1,1.755801571E2,1.408627989E2,7.267635361E-1,3.324848624E2,7.049823865E-2,4.760065090E0,3.341604011E0,-1.000000000E0
3.744479489E1,4.300454390E1,-7.879424074E1,1.762189414E2,1.415016043E2,4.284328050E-1,2.560671516E2,7.208187127E-2,4.716597924E0,3.402681451E0,-1.000000000E0
3.844479585E1,4.300453126E1,-7.879424972E1,1.755924380E2,1.408751215E2,8.966773629E-1,2.253329504E2,"",4.715707850E0,3.403914880E0,-1.000000000E0
