"Time (s)","Latitude (°)","Longitude (°)","Altitude (m)","Altitude WGS84 (m)","Speed (m/s)","Direction (°)","Distance (km)","Horizontal Accuracy (m)","Vertical Accuracy (m)","Satellites"
1.147319794E1,4.300456985E1,-7.879416500E1,1.739171753E2,1.391998104E2,1.259999990E0,1.019531250E1,2.278393236E-1,3.535533906E0,3.000000000E0,-1.000000000E0
1.247319722E1,4.300458288E1,-7.879416701E1,1.738970337E2,1.391796448E2,1.509999990E0,3.540234375E2,2.293506196E-1,3.535533906E0,3.000000000E0,-1.000000000E0
1.347319543E1,4.300459640E1,-7.879416894E1,1.738970339E2,1.391796202E2,1.509999990E0,3.540234362E2,2.307384423E-1,4.596105690E0,3.563754975E0,-1.000000000E0
1.447319520E1,4.300460861E1,-7.879417252E1,1.738970949E2,1.391796583E2,1.509999990E0,3.543749988E2,2.320888868E-1,4.596105690E0,3.563754975E0,-1.000000000E0
1.547319520E1,4.300461974E1,-7.879416588E1,1.740571902E2,1.393397351E2,1.480000019E0,1.160156499E1,2.337075740E-1,4.596105682E0,3.563754985E0,-1.000000000E0
1.647319627E1,4.300462136E1,-7.879414610E1,1.736940920E2,1.389766390E2,1.480000019E0,5.027344702E1,2.360786121E-1,4.596105665E0,3.563755007E0,-1.000000000E0
1.747319686E1,4.300460570E1,-7.879412630E1,1.737993166E2,1.390818968E2,1.480000019E0,1.033593870E2,2.383698082E-1,4.596105649E0,3.563755027E0,-1.000000000E0
1.847319853E1,4.300458662E1,-7.879411569E1,1.739010012E2,1.391836184E2,1.539999962E0,1.350000091E2,2.403533102E-1,4.596105641E0,3.563755038E0,-1.000000000E0
1.947320032E1,4.300457045E1,-7.879410537E1,1.737802737E2,1.390629226E2,1.570000052E0,1.416796956E2,2.421217160E-1,4.596105634E0,3.563755046E0,-1.000000000E0
2.047320068E1,4.300455765E1,-7.879409247E1,1.736552737E2,1.389379489E2,1.570000052E0,1.371093839E2,2.434025393E-1,4.596105626E0,3.563755058E0,-1.000000000E0
2.147320104E1,4.300455315E1,-7.879407797E1,1.739301760E2,1.392128630E2,1.440000057E0,1.195312605E2,2.449835845E-1,4.596105614E0,3.563755073E0,-1.000000000E0
2.247320104E1,4.300456258E1,-7.879406341E1,1.736661379E2,1.389488115E2,1.440000057E0,7.664063672E1,2.469081538E-1,4.596105598E0,3.563755094E0,-1.000000000E0
2.347320056E1,4.300457969E1,-7.879406695E1,1.739422609E2,1.392249028E2,1.389999986E0,2.250000445E1,2.486450505E-1,4.596105592E0,3.563755101E0,-1.000000000E0
2.447320175E1,4.300459289E1,-7.879407836E1,1.741810305E2,1.394636457E2,1.389999986E0,3.522656234E2,2.502571402E-1,4.596105595E0,3.563755097E0,-1.000000000E0
2.547320151E1,4.300460581E1,-7.879408735E1,1.742339479E2,1.395165377E2,1.389999986E0,3.455859346E2,2.518936259E-1,4.596105599E0,3.563755092E0,-1.000000000E0
2.647320163E1,4.300462053E1,-7.879408727E1,1.741596072E2,1.394421704E2,1.509999990E0,3.515625775E-1,2.535427447E-1,4.596105597E0,3.563755095E0,-1.000000000E0
2.747320104E1,4.300463061E1,-7.879407239E1,1.741420290E2,1.394245778E2,1.539999962E0,2.917969378E1,2.556251803E-1,4.596105583E0,3.563755113E0,-1.000000000E0
2.847320056E1,4.300462825E1,-7.879404699E1,1.743421023E2,1.396246617E2,1.679999948E0,7.066407576E1,2.579259537E-1,4.596105561E0,3.563755141E0,-1.000000000E0
2.947320116E1,4.300461240E1,-7.879402881E1,1.744054568E2,1.396880493E2,1.679999948E0,1.107422006E2,2.600694896E-1,4.596105545E0,3.563755161E0,-1.000000000E0
3.047320032E1,4.300459468E1,-7.879401842E1,1.742548220E2,1.395374491E2,1.659999967E0,1.346484474E2,2.616655151E-1,4.596105536E0,3.563755173E0,-1.000000000E0
3.147320056E1,4.300458237E1,-7.879400831E1,1.742487185E2,1.395313702E2,1.539999962E0,1.360546964E2,2.632017765E-1,4.596105529E0,3.563755182E0,-1.000000000E0
3.247320044E1,4.300457920E1,-7.879398993E1,1.744470217E2,1.397296838E2,1.539999962E0,1.114453245E2,2.644790770E-1,4.596105514E0,3.563755202E0,-1.000000000E0
3.347319984E1,4.300459060E1,-7.879398799E1,1.777515007E2,1.430341427E2,1.098969832E0,1.734433280E1,"",4.753195447E0,3.351368389E0,-1.000000000E0
