"Time (s)","Latitude (°)","Longitude (°)","Altitude (m)","Altitude WGS84 (m)","Speed (m/s)","Direction (°)","Distance (km)","Horizontal Accuracy (m)","Vertical Accuracy (m)","Satellites"
1.026439822E1,4.300459587E1,-7.879407917E1,1.725124512E2,1.377950608E2,1.279999971E0,3.083203125E2,2.297778217E-2,3.535533906E0,3.000000000E0,-1.000000000E0
1.126440012E1,4.300459969E1,-7.879409007E1,1.722276001E2,1.375102002E2,1.200000048E0,2.787890625E2,2.384577501E-2,3.535533906E0,3.000000000E0,-1.000000000E0
1.226439703E1,4.300459546E1,-7.879409904E1,1.721829834E2,1.374655889E2,1.250000000E0,2.380078125E2,2.509367277E-2,3.535533906E0,3.000000000E0,-1.000000000E0
1.326440275E1,4.300458949E1,-7.879411204E1,1.721829836E2,1.374655965E2,1.250000000E0,2.380078036E2,2.683998436E-2,4.596105623E0,3.563755061E0,-1.000000000E0
1.426440120E1,4.300457419E1,-7.879410721E1,1.719714357E2,1.372540774E2,1.269999981E0,1.993359340E2,2.857780726E-2,4.596105626E0,3.563755057E0,-1.000000000E0
1.526439786E1,4.300456009E1,-7.879409799E1,1.720899660E2,1.373726354E2,1.299999952E0,1.768359381E2,3.022209871E-2,4.596105624E0,3.563755060E0,-1.000000000E0
1.626439869E1,4.300454689E1,-7.879408889E1,1.716495973E2,1.369322929E2,1.299999952E0,1.687500021E2,3.170209532E-2,4.596105620E0,3.563755065E0,-1.000000000E0
1.726439786E1,4.300453399E1,-7.879408437E1,1.717447511E2,1.370274710E2,1.299999952E0,1.736718762E2,3.283749165E-2,4.596105618E0,3.563755067E0,-1.000000000E0
1.826439583E1,4.300452425E1,-7.879408854E1,1.716676637E2,1.369504002E2,1.259999990E0,1.905468731E2,3.418715648E-2,4.596105624E0,3.563755060E0,-1.000000000E0
1.926439309E1,4.300452441E1,-7.879410513E1,1.714435426E2,1.367262746E2,1.169999957E0,2.341406171E2,3.609131340E-2,4.596105637E0,3.563755043E0,-1.000000000E0
2.026439178E1,4.300453478E1,-7.879412377E1,1.717635500E2,1.370462586E2,1.320000052E0,2.801953016E2,3.776305181E-2,4.596105653E0,3.563755023E0,-1.000000000E0
2.126439309E1,4.300454788E1,-7.879413386E1,1.720805055E2,1.373631880E2,1.279999971E0,3.065624914E2,3.935331192E-2,4.596105662E0,3.563755011E0,-1.000000000E0
2.226439357E1,4.300456060E1,-7.879414280E1,1.720903932E2,1.373730506E2,1.299999952E0,3.164062425E2,4.096161779E-2,4.596105668E0,3.563755003E0,-1.000000000E0
2.326439440E1,4.300457367E1,-7.879415126E1,1.723069460E2,1.375895776E2,1.299999952E0,3.223828059E2,4.244798141E-2,4.596105673E0,3.563754996E0,-1.000000000E0
2.426439524E1,4.300458433E1,-7.879416230E1,1.724953005E2,1.377779101E2,1.309999943E0,3.178124926E2,4.354068067E-2,4.596105681E0,3.563754986E0,-1.000000000E0
2.526439548E1,4.300458915E1,-7.879417400E1,1.724517824E2,1.377343805E2,1.309999943E0,3.048046785E2,4.455684677E-2,4.596105690E0,3.563754974E0,-1.000000000E0
2.626439548E1,4.300458228E1,-7.879418223E1,1.724359132E2,1.377185216E2,1.029999971E0,2.675390539E2,4.625728826E-2,4.596105700E0,3.563754961E0,-1.000000000E0
2.726439667E1,4.300456699E1,-7.879418147E1,1.725031740E2,1.377858101E2,1.029999971E0,2.091796833E2,4.821584506E-2,4.596105707E0,3.563754953E0,-1.000000000E0
2.826439714E1,4.300455006E1,-7.879417485E1,1.723094484E2,1.375921167E2,1.370000005E0,1.807031249E2,5.004710567E-2,4.596105707E0,3.563754952E0,-1.000000000E0
2.926439714E1,4.300453446E1,-7.879416762E1,1.721581423E2,1.374408405E2,1.549999952E0,1.729687516E2,5.137299938E-2,4.596105706E0,3.563754954E0,-1.000000000E0
3.026439798E1,4.300452274E1,-7.879416465E1,1.719903566E2,1.372730767E2,1.370000005E0,1.750781260E2,5.241996071E-2,4.596105706E0,3.563754954E0,-1.000000000E0
3.126439786E1,4.300451344E1,-7.879416673E1,1.717551271E2,1.370378634E2,1.299999952E0,1.856249989E2,5.393281691E-2,4.596105710E0,3.563754949E0,-1.000000000E0
3.226439810E1,4.300450852E1,-7.879418408E1,1.713065188E2,1.365892596E2,1.409999967E0,2.221874921E2,5.595460436E-2,4.596105725E0,3.563754930E0,-1.000000000E0
3.326439834E1,4.300452536E1,-7.879419346E1,1.728102504E2,1.380929585E2,9.663231052E-1,2.892279286E2,5.758550715E-2,4.754229718E0,3.349901016E0,-1.000000000E0
3.426439857E1,4.300453421E1,-7.879420945E1,1.730897609E2,1.383724491E2,1.069173968E0,3.115712044E2,5.923841756E-2,4.755584037E0,3.347978122E0,-1.000000000E0
3.526439857E1,4.300454483E1,-7.879422368E1,1.734286022E2,1.387112676E2,1.209282917E0,3.265391468E2,6.084460977E-2,4.755955293E0,3.347450715E0,-1.000000000E0
3.626439834E1,4.300455623E1,-7.879423580E1,1.736329687E2,1.389156106E2,1.308777717E0,3.249852902E2,6.243612477E-2,4.755025673E0,3.348771100E0,-1.000000000E0
3.726439893E1,4.300456074E1,-7.879425438E1,1.743555380E2,1.396381671E2,1.180472878E0,3.019781477E2,6.416163219E-2,4.754180388E0,3.349971025E0,-1.000000000E0
3.826439929E1,4.300455116E1,-7.879427107E1,1.743736206E2,1.396562628E2,1.174289094E0,2.654476652E2,6.645258701E-2,4.753524480E0,3.350901677E0,-1.000000000E0
3.926439869E1,4.300453117E1,-7.879426428E1,1.746686365E2,1.399513164E2,1.378500383E0,1.923917673E2,6.824695075E-2,4.748513518E0,3.357998869E0,-1.000000000E0
4.026439917E1,4.300452341E1,-7.879424493E1,1.747751798E2,1.400578786E2,9.847176708E-1,1.488271697E2,"",4.751281351E0,3.354081478E0,-1.000000000E0
