"Time (s)","Latitude (°)","Longitude (°)","Altitude (m)","Altitude WGS84 (m)","Speed (m/s)","Direction (°)","Distance (km)","Horizontal Accuracy (m)","Vertical Accuracy (m)","Satellites"
2.302452171E1,4.300457441E1,-7.879413688E1,1.704542238E2,1.357368577E2,1.210000038E0,3.209765561E2,2.442407451E-1,4.596105658E0,3.563755016E0,-1.000000000E0
2.402452075E1,4.300458260E1,-7.879414601E1,1.706806642E2,1.359632811E2,1.120000005E0,3.157031185E2,2.458996346E-1,4.596105665E0,3.563755007E0,-1.000000000E0
2.502452075E1,4.300459347E1,-7.879415999E1,1.712957766E2,1.365783703E2,1.389999986E0,3.132421790E2,2.469251232E-1,4.596105675E0,3.563754994E0,-1.000000000E0
2.602451956E1,4.300459339E1,-7.879417260E1,1.716712038E2,1.369537945E2,1.120000005E0,2.903906162E2,2.483177540E-1,4.596105687E0,3.563754978E0,-1.000000000E0
2.702451944E1,4.300458290E1,-7.879418194E1,1.720248415E2,1.373074488E2,1.149999976E0,2.446874913E2,2.500809276E-1,4.596105699E0,3.563754963E0,-1.000000000E0
2.802451849E1,4.300456766E1,-7.879417597E1,1.720992433E2,1.373818796E2,1.149999976E0,1.923046854E2,2.520814427E-1,4.596105702E0,3.563754959E0,-1.000000000E0
2.902451825E1,4.300455067E1,-7.879416785E1,1.720537722E2,1.373364411E2,1.509999990E0,1.740234388E2,2.536374145E-1,4.596105701E0,3.563754961E0,-1.000000000E0
3.002451766E1,4.300453721E1,-7.879416265E1,1.722938845E2,1.375765790E2,1.509999990E0,1.729687515E2,2.548927063E-1,4.596105700E0,3.563754962E0,-1.000000000E0
3.102451730E1,4.300452593E1,-7.879416183E1,1.721572878E2,1.374400028E2,1.350000024E0,1.785937503E2,2.560919988E-1,4.596105702E0,3.563754959E0,-1.000000000E0
3.202451611E1,4.300451597E1,-7.879416746E1,1.723232424E2,1.376059739E2,1.320000052E0,1.951171846E2,2.572196874E-1,4.596105709E0,3.563754951E0,-1.000000000E0
3.302451563E1,4.300451473E1,-7.879418123E1,1.721447145E2,1.374274449E2,1.139999986E0,2.309765551E2,2.580863936E-1,4.596105721E0,3.563754935E0,-1.000000000E0
3.402451503E1,4.300451455E1,-7.879419188E1,1.754757742E2,1.407585022E2,1.279669499E0,3.004881324E2,2.604016614E-1,4.771793722E0,3.324834088E0,-1.000000000E0
3.502451479E1,4.300452895E1,-7.879421244E1,1.755428327E2,1.408255296E2,1.471629797E0,3.181846281E2,2.621418550E-1,4.765819347E0,3.333392114E0,-1.000000000E0
3.602451444E1,4.300454266E1,-7.879422276E1,1.755831692E2,1.408658388E2,1.249924297E0,3.308390959E2,2.636987374E-1,4.765402125E0,3.333988545E0,-1.000000000E0
3.702451396E1,4.300455260E1,-7.879423625E1,1.757916332E2,1.410742815E2,1.160657334E0,3.191781319E2,2.642233257E-1,4.764873512E0,3.334743985E0,-1.000000000E0
3.802451372E1,4.300454958E1,-7.879424121E1,1.754151472E2,1.406977997E2,7.820899032E-1,2.911581691E2,2.655952862E-1,4.728089072E0,3.386696143E0,-1.000000000E0
3.902451301E1,4.300453736E1,-7.879423887E1,1.753071180E2,1.405897932E2,4.890924662E-1,2.126374202E2,2.669394956E-1,4.727494040E0,3.387526698E0,-1.000000000E0
4.002451217E1,4.300452527E1,-7.879423878E1,1.754927514E2,1.407754483E2,7.984627338E-1,1.943203764E2,2.679390697E-1,4.729479706E0,3.384753867E0,-1.000000000E0
4.102451193E1,4.300451631E1,-7.879423795E1,1.755806248E2,1.408633381E2,8.838547409E-1,1.898626180E2,"",4.728715602E0,3.385821287E0,-1.000000000E0
