"Time (s)","Latitude (°)","Longitude (°)","Altitude (m)","Altitude WGS84 (m)","Speed (m/s)","Direction (°)","Distance (km)","Horizontal Accuracy (m)","Vertical Accuracy (m)","Satellites"
6.288263714E1,4.300459128E1,-7.879409797E1,1.724056804E2,1.376882937E2,1.346714527E-1,1.107470533E2,4.774760026E-1,4.724071661E0,3.392297743E0,-1.000000000E0
6.388261890E1,4.300459258E1,-7.879409591E1,1.727134071E2,1.379960185E2,9.717018799E-2,1.107470541E2,4.781097921E-1,4.724087071E0,3.392276283E0,-1.000000000E0
6.488260257E1,4.300459588E1,-7.879408955E1,1.722604509E2,1.375430580E2,3.699164303E-1,1.107470568E2,4.785309398E-1,4.722695395E0,3.394213494E0,-1.000000000E0
6.588258731E1,4.300459848E1,-7.879408579E1,1.720915150E2,1.373741183E2,3.158724215E-1,1.107470582E2,4.789107153E-1,4.720057083E0,3.397881423E0,-1.000000000E0
6.688257325E1,4.300459939E1,-7.879408129E1,1.720541080E2,1.373367108E2,2.983913425E-1,1.107470606E2,4.794986505E-1,4.716081486E0,3.403397192E0,-1.000000000E0
6.788256061E1,4.300459693E1,-7.879407489E1,1.719636523E2,1.372462612E2,3.804295418E-1,1.107470652E2,4.800552691E-1,4.713988984E0,3.406294893E0,-1.000000000E0
6.888254702E1,4.300459481E1,-7.879406869E1,1.724092359E2,1.376918501E2,3.633745709E-1,1.107470696E2,4.806174030E-1,4.711871773E0,3.409222995E0,-1.000000000E0
6.988253558E1,4.300459279E1,-7.879406235E1,1.720866232E2,1.373692427E2,3.812352396E-1,1.107470740E2,4.811366747E-1,4.712925522E0,3.407766139E0,-1.000000000E0
7.088252354E1,4.300458954E1,-7.879405777E1,1.720701874E2,1.373528139E2,3.715956489E-1,1.107470777E2,4.815872024E-1,4.711450774E0,3.409804779E0,-1.000000000E0
7.188251317E1,4.300458736E1,-7.879405310E1,1.716575966E2,1.369402281E2,4.011627666E-1,1.107470812E2,4.825382305E-1,4.710543930E0,3.411057448E0,-1.000000000E0
7.288250375E1,4.300457915E1,-7.879404983E1,1.718871721E2,1.371698192E2,5.403675424E-1,1.413824064E2,4.833289533E-1,4.706273867E0,3.416946491E0,-1.000000000E0
7.388249421E1,4.300457278E1,-7.879404550E1,1.720844278E2,1.373670875E2,6.154058723E-1,1.478920366E2,4.836483455E-1,4.705181056E0,3.418451149E0,-1.000000000E0
7.488248527E1,4.300457184E1,-7.879404179E1,1.715243993E2,1.368070617E2,4.164006563E-1,1.442209699E2,4.843674834E-1,4.704831976E0,3.418931575E0,-1.000000000E0
7.588247681E1,4.300456715E1,-7.879403570E1,1.716478487E2,1.369305210E2,4.427478080E-1,1.402266561E2,4.853222324E-1,4.703564190E0,3.420675510E0,-1.000000000E0
7.688246918E1,4.300456263E1,-7.879402572E1,1.721691778E2,1.374518608E2,6.224135421E-1,1.334759263E2,4.859892909E-1,4.701743484E0,3.423177652E0,-1.000000000E0
7.788246179E1,4.300455827E1,-7.879402008E1,1.719133198E2,1.371960120E2,5.883097185E-1,1.342225120E2,4.865974733E-1,4.700854402E0,3.424398476E0,-1.000000000E0
7.888245475E1,4.300455524E1,-7.879401385E1,1.721488658E2,1.374315650E2,5.744533451E-1,1.326637709E2,4.875203595E-1,4.700432162E0,3.424978033E0,-1.000000000E0
7.988244855E1,4.300454940E1,-7.879400579E1,1.716704454E2,1.369531572E2,7.471746084E-1,1.349203733E2,4.879647672E-1,4.700414964E0,3.425001634E0,-1.000000000E0
8.088244152E1,4.300455059E1,-7.879400057E1,1.717267476E2,1.370094586E2,4.587406939E-1,1.233294880E2,4.884176437E-1,4.701838020E0,3.423047803E0,-1.000000000E0
8.188243580E1,4.300455090E1,-7.879399502E1,1.720045857E2,1.372872975E2,2.896163422E-1,1.109942134E2,4.890929250E-1,4.702501263E0,3.422136599E0,-1.000000000E0
8.288243091E1,4.300455652E1,-7.879399188E1,1.718708118E2,1.371535142E2,2.657559481E-1,1.109942139E2,4.897258704E-1,4.707469295E0,3.415299382E0,-1.000000000E0
8.388242483E1,4.300456214E1,-7.879399310E1,1.719509807E2,1.372336727E2,1.178141393E-1,1.109942118E2,4.901327804E-1,4.716582560E0,3.402702748E0,-1.000000000E0
8.488241982E1,4.300456580E1,-7.879399302E1,1.718316277E2,1.371143132E2,1.676851960E-1,1.109942109E2,4.908936540E-1,4.711892174E0,3.409194798E0,-1.000000000E0
8.588241565E1,4.300457241E1,-7.879399546E1,1.718872016E2,1.371698745E2,1.294106745E-1,1.109942078E2,4.915365468E-1,4.710326811E0,3.411357261E0,-1.000000000E0
8.688241065E1,4.300457773E1,-7.879399856E1,1.719277978E2,1.372104604E2,8.010629440E-2,1.109942045E2,4.920624263E-1,4.712410713E0,3.408478005E0,-1.000000000E0
8.788240683E1,4.300458184E1,-7.879400176E1,1.719808841E2,1.372635385E2,9.312255520E-2,1.109942015E2,4.926308804E-1,4.711365196E0,3.409923023E0,-1.000000000E0
8.888240302E1,4.300458564E1,-7.879399709E1,1.721922002E2,1.374748489E2,2.534003843E-1,1.109942035E2,"",4.711526502E0,3.409700142E0,-1.000000000E0
