Distance_(microns),Gray_Value
0.000000,2517
0.008229,3478
0.016459,5022
0.024688,7586
0.032918,11338
0.041147,15961
0.049377,21148
0.057606,27342
0.065836,34857
0.074065,42534
0.082295,48857
0.090524,53317
0.098754,55871
0.106983,56173
0.115213,53739
0.123442,49430
0.131672,44647
0.139901,39256
0.148131,32659
0.156360,25712
0.164590,19530
0.172819,14661
0.181049,10899
0.189278,7976
0.197508,5956
0.205737,4831
0.213967,4053
