Distance_(microns),Gray_Value
0.000000,5.750
0.024084,7.500
0.048168,11.667
0.072252,23.083
0.096336,42.250
0.120420,68.667
0.144504,120.917
0.168588,200.583
0.192672,249.917
0.216756,244.667
0.240840,239.583
0.264924,193.250
0.289008,98.083
0.313092,37.917
0.337177,22.417
0.361261,20.000
0.385345,9.750
0.409429,7.500
0.433513,2.833
