Distance_(microns),Gray_Value
0.000000,0.000
0.024084,15.000
0.048168,22.000
0.072252,27.000
0.096336,100.500
0.120420,191.500
0.144504,236.500
0.168588,255.000
0.192672,255.000
0.216756,174.000
0.240840,108.500
0.264924,52.000
0.289008,24.000
0.313092,11.500
