Distance_(microns),Gray_Value
0.000000,639
0.008229,1074
0.016459,1679
0.024688,2689
0.032918,4388
0.041147,6975
0.049377,10012
0.057606,13153
0.065836,16666
0.074065,21368
0.082295,27259
0.090524,34135
0.098754,40312
0.106983,44009
0.115213,44564
0.123442,42729
0.131672,39433
0.139901,35049
0.148131,29697
0.156360,23898
0.164590,18415
0.172819,13498
0.181049,9411
0.189278,6470
0.197508,4753
0.205737,3710
0.213967,2948
0.222196,2297
0.230426,1809
