Distance_(microns),Gray_Value
0.000000,1254
0.008229,1743
0.016459,2359
0.024688,3278
0.032918,4832
0.041147,7164
0.049377,10497
0.057606,15096
0.065836,21065
0.074065,28170
0.082295,35943
0.090524,44277
0.098754,52797
0.106983,60121
0.115213,63800
0.123442,63787
0.131672,60540
0.139901,54237
0.148131,47062
0.156360,39707
0.164590,32725
0.172819,26039
0.181049,20053
0.189278,15170
0.197508,11486
0.205737,8793
0.213967,6678
0.222196,4999
0.230426,3773
0.238655,2958
