Distance_(microns),Gray_Value
0.000000,4.500
0.024084,8.786
0.048168,22.714
0.072252,54.286
0.096336,108.143
0.120420,183.679
0.144504,244.286
0.168588,255.000
0.192672,252.000
0.216756,226.357
0.240840,153.000
0.264924,107.786
0.289008,31.143
0.313092,32.071
0.337177,7.000
