Distance_(microns),Gray_Value
0.000000,0.000
0.024084,0.000
0.048168,0.000
0.072252,0.000
0.096336,7.000
0.120420,19.806
0.144504,32.000
0.168588,88.500
0.192672,180.722
0.216756,207.000
0.240840,232.778
0.264924,171.722
0.289008,138.333
0.313092,56.111
0.337177,29.889
0.361261,12.167
0.385345,2.833
0.409429,0.167
0.433513,6.000
