Distance_(microns),Gray_Value
0.000000,5689
0.008229,7764
0.016459,10524
0.024688,13932
0.032918,17979
0.041147,22461
0.049377,27071
0.057606,31336
0.065836,35163
0.074065,38494
0.082295,41335
0.090524,43660
0.098754,44564
0.106983,43458
0.115213,40233
0.123442,35605
0.131672,29671
0.139901,23519
0.148131,18180
0.156360,14438
0.164590,11754
0.172819,9393
0.181049,6941
0.189278,4734
0.197508,3074
