Distance_(microns),Gray_Value
0.000000,6.000
0.024084,39.250
0.048168,54.500
0.072252,118.900
0.096336,145.200
0.120420,208.250
0.144504,164.300
0.168588,88.900
0.192672,48.600
0.216756,26.350
0.240840,15.500
