Distance_(microns),Gray_Value
0.000000,5
0.024084,8
0.048168,18
0.072252,37
0.096336,67
0.120420,153
0.144504,228
0.168588,205
0.192672,214
0.216756,109
0.240840,58
0.264924,26
0.289008,25
0.313092,6
0.337177,11
