Distance_(microns),Gray_Value
0.000000,1373
0.008229,1958
0.016459,2686
0.024688,3720
0.032918,5139
0.041147,7208
0.049377,10007
0.057606,13474
0.065836,17553
0.074065,22329
0.082295,27602
0.090524,33086
0.098754,38223
0.106983,41965
0.115213,43373
0.123442,43007
0.131672,41526
0.139901,38838
0.148131,34674
0.156360,29349
0.164590,23444
0.172819,17981
0.181049,13748
0.189278,10950
0.197508,8992
0.205737,7377
0.213967,5753
0.222196,4240
0.230426,3082
0.238655,2335
0.246885,1872
