Distance_(microns),Gray_Value
0.000000,888
0.008229,1127
0.016459,1483
0.024688,2221
0.032918,3887
0.041147,6745
0.049377,10586
0.057606,15048
0.065836,20008
0.074065,25610
0.082295,31556
0.090524,37193
0.098754,41722
0.106983,45363
0.115213,47800
0.123442,48631
0.131672,46883
0.139901,42644
0.148131,37163
0.156360,31476
0.164590,26047
0.172819,20805
0.181049,15963
0.189278,11818
0.197508,8523
0.205737,5884
0.213967,3960
0.222196,2712
0.230426,2017
0.238655,1615
0.246885,1296
