Distance_(microns),Gray_Value
0.000000,1321
0.008229,1680
0.016459,2238
0.024688,3071
0.032918,4332
0.041147,6062
0.049377,8344
0.057606,11313
0.065836,15071
0.074065,19773
0.082295,25647
0.090524,32271
0.098754,38468
0.106983,42636
0.115213,43899
0.123442,43373
0.131672,42317
0.139901,40486
0.148131,37905
0.156360,34833
0.164590,31282
0.172819,27122
0.181049,22497
0.189278,18145
0.197508,14261
0.205737,10983
0.213967,8179
0.222196,6107
0.230426,4602
0.238655,3527
0.246885,2710
0.255114,2092
