Distance_(microns),Gray_Value
0.000000,14.500
0.024084,27.000
0.048168,50.250
0.072252,90.500
0.096336,149.750
0.120420,198.750
0.144504,185.750
0.168588,141.250
0.192672,91.750
0.216756,53.000
0.240840,28.000
0.264924,8.750
