Distance_(microns),Gray_Value
0.000000,1993
0.008229,2846
0.016459,4259
0.024688,6370
0.032918,9356
0.041147,13135
0.049377,17507
0.057606,22632
0.065836,28954
0.074065,36561
0.082295,45024
0.090524,53233
0.098754,60257
0.106983,63609
0.115213,63800
0.123442,60992
0.131672,55323
0.139901,48642
0.148131,42058
0.156360,35226
0.164590,27884
0.172819,20887
0.181049,15515
0.189278,12002
0.197508,9245
0.205737,6757
0.213967,4677
0.222196,3410
0.230426,2798
0.238655,2412
