Distance_(microns),Gray_Value
0.000000,3
0.024084,3
0.048168,18
0.072252,33
0.096336,40
0.120420,105
0.144504,174
0.168588,205
0.192672,194
0.216756,129
0.240840,75
0.264924,52
0.289008,13
0.313092,9
0.337177,2
