Distance_(microns),Gray_Value
0.000000,2891
0.008229,3955
0.016459,5649
0.024688,7915
0.032918,10867
0.041147,14778
0.049377,19592
0.057606,24771
0.065836,29971
0.074065,35415
0.082295,41443
0.090524,47534
0.098754,52165
0.106983,55015
0.115213,56173
0.123442,54928
0.131672,50618
0.139901,44301
0.148131,37490
0.156360,31588
0.164590,26324
0.172819,21386
0.181049,16576
0.189278,12181
0.197508,8366
0.205737,5593
0.213967,3900
0.222196,3011
0.230426,2484
0.238655,2066
