Distance_(microns),Gray_Value
0.000000,3080
0.008229,4553
0.016459,6492
0.024688,9175
0.032918,12958
0.041147,17746
0.049377,22934
0.057606,28104
0.065836,32837
0.074065,36949
0.082295,40180
0.090524,42293
0.098754,42625
0.106983,40546
0.115213,36409
0.123442,31068
0.131672,25540
0.139901,20456
0.148131,15783
0.156360,11566
0.164590,8088
0.172819,5659
0.181049,4134
0.189278,3178
0.197508,2404
