Distance_(microns),Gray_Value
0.000000,0.000
0.024084,3.500
0.048168,6.250
0.072252,9.750
0.096336,22.500
0.120420,59.000
0.144504,116.500
0.168588,180.000
0.192672,224.500
0.216756,233.250
0.240840,205.750
0.264924,148.750
0.289008,81.000
0.313092,33.000
0.337177,19.250
0.361261,14.000
0.385345,6.250
0.409429,5.000
