Distance_(microns),Gray_Value
0.000000,0.417
0.024084,2.802
0.048168,3.938
0.072252,3.630
0.096336,6.225
0.120420,7.638
0.144504,9.878
0.168588,12.153
0.192672,30.373
0.216756,94.530
0.240840,170.803
0.264924,208.388
0.289008,249.210
0.313092,217.643
0.337177,152.025
0.361261,81.595
0.385345,37.368
0.409429,17.120
0.433513,10.425
0.457597,12.849
0.481681,13.348
0.505765,10.262
0.529849,4.411
0.553933,3.833
