Distance_(microns),Gray_Value
0.000000,1.250
0.024084,0.859
0.048168,4.760
0.072252,4.318
0.096336,6.338
0.120420,15.470
0.144504,17.235
0.168588,42.535
0.192672,103.381
0.216756,164.303
0.240840,221.245
0.264924,250.389
0.289008,223.523
0.313092,157.722
0.337177,98.470
0.361261,69.924
0.385345,23.876
0.409429,19.136
0.433513,21.780
0.457597,10.505
0.481681,8.169
0.505765,5.606
0.529849,2.917
