Distance_(microns),Gray_Value
0.000000,0.750
0.024084,2.750
0.048168,5.250
0.072252,9.250
0.096336,23.750
0.120420,47.000
0.144504,94.000
0.168588,164.500
0.192672,194.500
0.216756,198.750
0.240840,164.250
0.264924,88.500
0.289008,44.250
0.313092,25.250
0.337177,14.750
0.361261,11.500
0.385345,7.500
