Distance_(microns),Gray_Value
0.000000,10.000
0.024084,18.500
0.048168,36.000
0.072252,91.500
0.096336,188.500
0.120420,247.500
0.144504,255.000
0.168588,255.000
0.192672,204.000
0.216756,120.000
0.240840,74.500
0.264924,41.000
0.289008,17.500
0.313092,15.000
