Distance_(microns),Gray_Value
0.000000,6.500
0.024084,6.107
0.048168,10.500
0.072252,32.054
0.096336,66.393
0.120420,129.232
0.144504,223.571
0.168588,252.000
0.192672,239.036
0.216756,208.339
0.240840,125.643
0.264924,72.446
0.289008,44.821
0.313092,16.000
0.337177,2.500
